,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
,5:53 PM,40 F,31 F,70 %,NW,7 mph,0 mph,29.59 in,0.0 in,Fair
,6:53 PM,38 F,31 F,76 %,NNW,8 mph,0 mph,29.61 in,0.0 in,Fair
,7:53 PM,37 F,31 F,79 %,NNW,5 mph,0 mph,29.63 in,0.0 in,Fair
,8:53 PM,40 F,31 F,70 %,N,5 mph,0 mph,29.66 in,0.0 in,Fair
,9:53 PM,35 F,30 F,82 %,N,8 mph,0 mph,29.67 in,0.0 in,Fair
,10:53 PM,36 F,30 F,79 %,N,6 mph,0 mph,29.67 in,0.0 in,Fair
10/18/2018,11:53 PM,38 F,30 F,73 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Fair
,12:53 AM,37 F,30 F,76 %,WNW,3 mph,0 mph,29.68 in,0.0 in,Fair
,1:53 AM,31 F,28 F,89 %,CALM,0 mph,0 mph,29.68 in,0.0 in,Fair
,2:53 AM,30 F,27 F,88 %,WNW,3 mph,0 mph,29.68 in,0.0 in,Fair
,3:53 AM,31 F,29 F,92 %,W,5 mph,0 mph,29.70 in,0.0 in,Fair
,4:53 AM,30 F,27 F,88 %,NW,3 mph,0 mph,29.70 in,0.0 in,Fair
,5:53 AM,29 F,28 F,96 %,CALM,0 mph,0 mph,29.71 in,0.0 in,Fair
,6:53 AM,32 F,30 F,92 %,NNW,3 mph,0 mph,29.73 in,0.0 in,Fair
,7:53 AM,42 F,33 F,70 %,CALM,0 mph,0 mph,29.74 in,0.0 in,Fair
,8:53 AM,47 F,33 F,59 %,SSW,8 mph,0 mph,29.74 in,0.0 in,Fair
,9:53 AM,51 F,30 F,44 %,VAR,7 mph,0 mph,29.74 in,0.0 in,Fair
,10:53 AM,54 F,28 F,37 %,SSW,6 mph,0 mph,29.73 in,0.0 in,Fair
,11:53 AM,55 F,26 F,33 %,W,5 mph,0 mph,29.70 in,0.0 in,Fair
,12:53 PM,58 F,21 F,24 %,SW,6 mph,0 mph,29.66 in,0.0 in,Fair
,1:53 PM,58 F,22 F,25 %,VAR,3 mph,0 mph,29.63 in,0.0 in,Fair
,2:53 PM,59 F,21 F,23 %,VAR,3 mph,0 mph,29.61 in,0.0 in,Fair
,3:53 PM,59 F,23 F,25 %,SW,5 mph,0 mph,29.60 in,0.0 in,Fair
,4:53 PM,51 F,28 F,41 %,S,8 mph,0 mph,29.59 in,0.0 in,Fair
,5:53 PM,45 F,28 F,52 %,S,7 mph,0 mph,29.58 in,0.0 in,Fair
,6:53 PM,41 F,30 F,65 %,S,8 mph,0 mph,29.59 in,0.0 in,Fair
,7:53 PM,42 F,30 F,62 %,S,6 mph,0 mph,29.56 in,0.0 in,Fair
,8:53 PM,39 F,30 F,70 %,S,7 mph,0 mph,29.56 in,0.0 in,Fair
,9:53 PM,38 F,31 F,76 %,S,8 mph,0 mph,29.55 in,0.0 in,Fair
,10:53 PM,37 F,31 F,79 %,S,10 mph,0 mph,29.53 in,0.0 in,Fair
10/19/2018,11:53 PM,37 F,31 F,79 %,S,8 mph,0 mph,29.51 in,0.0 in,Fair
,12:53 AM,39 F,32 F,76 %,S,8 mph,0 mph,29.51 in,0.0 in,Fair
,1:53 AM,37 F,32 F,82 %,S,9 mph,0 mph,29.49 in,0.0 in,Fair
,2:53 AM,40 F,34 F,79 %,S,6 mph,0 mph,29.46 in,0.0 in,Fair
,3:53 AM,41 F,34 F,76 %,S,8 mph,0 mph,29.45 in,0.0 in,Fair
,4:53 AM,41 F,34 F,76 %,S,7 mph,0 mph,29.43 in,0.0 in,Fair
,5:53 AM,41 F,34 F,76 %,S,8 mph,0 mph,29.41 in,0.0 in,Fair
,6:53 AM,43 F,36 F,76 %,SSW,9 mph,0 mph,29.41 in,0.0 in,Fair
,7:53 AM,47 F,36 F,66 %,SSW,13 mph,0 mph,29.39 in,0.0 in,Partly Cloudy
,8:53 AM,49 F,37 F,64 %,SSW,13 mph,20 mph,29.39 in,0.0 in,Light Rain
,9:53 AM,52 F,36 F,54 %,SSW,16 mph,0 mph,29.34 in,0.0 in,Cloudy
,10:53 AM,54 F,36 F,51 %,SSW,18 mph,0 mph,29.31 in,0.0 in,Cloudy
,11:53 AM,54 F,38 F,55 %,SSW,17 mph,0 mph,29.26 in,0.0 in,Light Rain
,12:53 PM,56 F,40 F,55 %,SW,16 mph,0 mph,29.23 in,0.0 in,Cloudy
,1:53 PM,57 F,39 F,51 %,SW,21 mph,28 mph,29.20 in,0.0 in,Cloudy / Windy
,2:53 PM,55 F,43 F,64 %,SW,17 mph,26 mph,29.18 in,0.0 in,Cloudy
,3:53 PM,54 F,43 F,66 %,SSW,15 mph,0 mph,29.15 in,0.0 in,Cloudy
,4:15 PM,54 F,42 F,64 %,SSW,16 mph,0 mph,29.16 in,0.0 in,Cloudy
,4:53 PM,53 F,44 F,71 %,SW,18 mph,0 mph,29.16 in,0.0 in,Cloudy
,5:06 PM,53 F,44 F,71 %,SW,20 mph,30 mph,29.16 in,0.0 in,Cloudy
,5:53 PM,52 F,44 F,74 %,SSW,14 mph,0 mph,29.16 in,0.0 in,Cloudy
,6:53 PM,53 F,44 F,71 %,SW,16 mph,0 mph,29.16 in,0.0 in,Cloudy
,7:53 PM,53 F,45 F,74 %,SW,14 mph,0 mph,29.15 in,0.0 in,Cloudy
,8:53 PM,51 F,46 F,83 %,SW,15 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
,9:53 PM,50 F,46 F,86 %,SW,12 mph,0 mph,29.14 in,0.0 in,Fair
,10:48 PM,50 F,46 F,87 %,SW,13 mph,0 mph,29.14 in,0.0 in,Cloudy
,10:53 PM,50 F,47 F,89 %,WSW,12 mph,0 mph,29.14 in,0.0 in,Cloudy
10/20/2018,11:36 PM,49 F,47 F,93 %,SW,9 mph,0 mph,29.14 in,0.0 in,Partly Cloudy
,11:53 PM,49 F,47 F,93 %,WSW,9 mph,0 mph,29.15 in,0.0 in,Fair
,12:53 AM,47 F,46 F,97 %,WSW,9 mph,0 mph,29.15 in,0.0 in,Fair
,1:53 AM,46 F,46 F,100 %,WSW,8 mph,0 mph,29.15 in,0.0 in,Fair
,2:53 AM,45 F,44 F,97 %,W,8 mph,0 mph,29.15 in,0.0 in,Fair
,3:53 AM,45 F,43 F,93 %,W,10 mph,0 mph,29.15 in,0.0 in,Fair
,4:53 AM,42 F,40 F,92 %,W,8 mph,0 mph,29.17 in,0.0 in,Fair
,5:53 AM,40 F,39 F,97 %,W,9 mph,0 mph,29.16 in,0.0 in,Fair
,6:53 AM,42 F,40 F,92 %,W,10 mph,0 mph,29.17 in,0.0 in,Fair
,7:53 AM,47 F,42 F,83 %,W,16 mph,0 mph,29.18 in,0.0 in,Fair
,8:53 AM,52 F,41 F,66 %,W,18 mph,0 mph,29.18 in,0.0 in,Fair
,9:53 AM,56 F,37 F,49 %,W,22 mph,31 mph,29.16 in,0.0 in,Fair / Windy
,10:53 AM,58 F,35 F,42 %,W,26 mph,39 mph,29.15 in,0.0 in,Fair / Windy
,11:53 AM,60 F,29 F,31 %,W,37 mph,53 mph,29.13 in,0.0 in,Fair / Windy
,12:53 PM,60 F,26 F,27 %,WNW,30 mph,49 mph,29.13 in,0.0 in,Fair / Windy
,1:53 PM,57 F,24 F,28 %,WNW,36 mph,49 mph,29.17 in,0.0 in,Mostly Cloudy / Windy
,2:53 PM,51 F,21 F,31 %,NW,36 mph,49 mph,29.23 in,0.0 in,Partly Cloudy / Windy
,3:53 PM,47 F,17 F,30 %,NW,32 mph,45 mph,29.31 in,0.0 in,Fair / Windy
,4:53 PM,43 F,19 F,38 %,NNW,25 mph,35 mph,29.37 in,0.0 in,Fair / Windy
,5:53 PM,40 F,19 F,43 %,NW,18 mph,30 mph,29.41 in,0.0 in,Fair
,6:53 PM,36 F,20 F,52 %,NW,10 mph,0 mph,29.46 in,0.0 in,Fair
,7:53 PM,33 F,21 F,61 %,WNW,9 mph,0 mph,29.48 in,0.0 in,Fair
,8:53 PM,32 F,21 F,64 %,NW,9 mph,0 mph,29.51 in,0.0 in,Fair
,9:53 PM,30 F,22 F,72 %,NW,9 mph,0 mph,29.53 in,0.0 in,Fair
,10:53 PM,28 F,21 F,75 %,WNW,7 mph,0 mph,29.54 in,0.0 in,Fair
10/21/2018,11:53 PM,25 F,20 F,81 %,NW,3 mph,0 mph,29.54 in,0.0 in,Fair
,12:53 AM,28 F,21 F,75 %,NW,5 mph,0 mph,29.55 in,0.0 in,Fair
,1:53 AM,26 F,20 F,78 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair
,2:53 AM,25 F,20 F,81 %,NW,3 mph,0 mph,29.56 in,0.0 in,Fair
,3:53 AM,25 F,21 F,85 %,CALM,0 mph,0 mph,29.56 in,0.0 in,Fair
,4:53 AM,22 F,19 F,89 %,W,3 mph,0 mph,29.58 in,0.0 in,Fair
,5:53 AM,23 F,20 F,88 %,CALM,0 mph,0 mph,29.57 in,0.0 in,Fair
,6:53 AM,27 F,23 F,85 %,CALM,0 mph,0 mph,29.58 in,0.0 in,Fair
,7:53 AM,36 F,23 F,59 %,CALM,0 mph,0 mph,29.59 in,0.0 in,Fair
,8:53 AM,40 F,23 F,51 %,SW,5 mph,0 mph,29.58 in,0.0 in,Fair
,9:53 AM,43 F,20 F,40 %,SW,8 mph,0 mph,29.58 in,0.0 in,Fair
,10:53 AM,46 F,19 F,34 %,SW,8 mph,0 mph,29.56 in,0.0 in,Fair
,11:53 AM,47 F,18 F,32 %,VAR,6 mph,20 mph,29.52 in,0.0 in,Fair
,12:53 PM,51 F,20 F,29 %,WSW,14 mph,20 mph,29.49 in,0.0 in,Fair
,1:53 PM,52 F,16 F,24 %,WSW,14 mph,0 mph,29.46 in,0.0 in,Fair
,2:53 PM,53 F,19 F,26 %,SW,9 mph,0 mph,29.42 in,0.0 in,Fair
,3:53 PM,52 F,20 F,28 %,S,15 mph,0 mph,29.40 in,0.0 in,Fair
,4:53 PM,48 F,22 F,36 %,S,13 mph,0 mph,29.39 in,0.0 in,Fair
,5:53 PM,40 F,24 F,53 %,S,10 mph,0 mph,29.38 in,0.0 in,Fair
,6:53 PM,39 F,25 F,57 %,SSW,9 mph,0 mph,29.38 in,0.0 in,Fair
,7:53 PM,39 F,26 F,60 %,S,12 mph,0 mph,29.34 in,0.0 in,Fair
,8:53 PM,38 F,27 F,65 %,S,8 mph,0 mph,29.35 in,0.0 in,Fair
,9:53 PM,35 F,27 F,72 %,S,9 mph,0 mph,29.36 in,0.0 in,Fair
,10:53 PM,36 F,27 F,70 %,SSW,5 mph,0 mph,29.35 in,0.0 in,Fair
10/22/2018,11:53 PM,34 F,27 F,75 %,S,7 mph,0 mph,29.34 in,0.0 in,Fair
,12:53 AM,35 F,28 F,76 %,SSW,8 mph,0 mph,29.33 in,0.0 in,Fair
,1:53 AM,36 F,30 F,79 %,SSW,8 mph,0 mph,29.33 in,0.0 in,Fair
,2:53 AM,37 F,30 F,76 %,SSW,9 mph,0 mph,29.33 in,0.0 in,Fair
,3:53 AM,34 F,30 F,85 %,S,6 mph,0 mph,29.31 in,0.0 in,Fair
,4:53 AM,35 F,31 F,85 %,SSW,7 mph,0 mph,29.31 in,0.0 in,Fair
,5:53 AM,38 F,32 F,79 %,SSW,10 mph,0 mph,29.31 in,0.0 in,Fair
,6:53 AM,39 F,32 F,76 %,SSW,7 mph,0 mph,29.31 in,0.0 in,Fair
,7:53 AM,46 F,34 F,63 %,SW,13 mph,0 mph,29.32 in,0.0 in,Fair
,8:53 AM,52 F,34 F,50 %,SW,16 mph,0 mph,29.31 in,0.0 in,Fair
,9:53 AM,57 F,37 F,47 %,WSW,16 mph,0 mph,29.31 in,0.0 in,Fair
,10:53 AM,61 F,39 F,44 %,SW,12 mph,0 mph,29.30 in,0.0 in,Fair
,11:53 AM,63 F,40 F,43 %,WSW,16 mph,0 mph,29.28 in,0.0 in,Fair
,12:53 PM,66 F,42 F,42 %,WSW,16 mph,24 mph,29.26 in,0.0 in,Fair
,1:53 PM,68 F,43 F,40 %,WSW,16 mph,0 mph,29.26 in,0.0 in,Fair
,2:53 PM,68 F,43 F,40 %,W,13 mph,0 mph,29.27 in,0.0 in,Fair
,3:53 PM,65 F,43 F,45 %,W,10 mph,0 mph,29.27 in,0.0 in,Fair
,4:53 PM,58 F,43 F,58 %,W,7 mph,0 mph,29.28 in,0.0 in,Fair
,5:53 PM,56 F,42 F,60 %,W,6 mph,0 mph,29.29 in,0.0 in,Fair
,6:53 PM,54 F,42 F,64 %,W,6 mph,0 mph,29.30 in,0.0 in,Fair
,7:53 PM,52 F,42 F,69 %,W,6 mph,0 mph,29.31 in,0.0 in,Fair
,8:53 PM,46 F,39 F,76 %,WSW,6 mph,0 mph,29.32 in,0.0 in,Fair
,9:53 PM,48 F,40 F,74 %,WSW,7 mph,0 mph,29.33 in,0.0 in,Haze
,10:53 PM,46 F,38 F,73 %,W,6 mph,0 mph,29.34 in,0.0 in,Haze
10/23/2018,11:53 PM,43 F,38 F,82 %,WNW,6 mph,0 mph,29.34 in,0.0 in,Fair
,12:53 AM,44 F,38 F,79 %,WNW,7 mph,0 mph,29.34 in,0.0 in,Fair
,1:53 AM,39 F,35 F,86 %,NW,9 mph,0 mph,29.35 in,0.0 in,Fair
,2:53 AM,39 F,34 F,82 %,NNW,7 mph,0 mph,29.36 in,0.0 in,Fair
,3:53 AM,38 F,32 F,79 %,NW,6 mph,0 mph,29.37 in,0.0 in,Fair
,4:53 AM,35 F,30 F,82 %,NNW,12 mph,0 mph,29.38 in,0.0 in,Fair
,5:53 AM,39 F,32 F,76 %,NNW,9 mph,0 mph,29.39 in,0.0 in,Fair
,6:53 AM,40 F,32 F,73 %,NNW,8 mph,0 mph,29.41 in,0.0 in,Fair
,7:53 AM,46 F,33 F,61 %,N,12 mph,0 mph,29.44 in,0.0 in,Fair
,8:53 AM,49 F,30 F,48 %,N,17 mph,0 mph,29.46 in,0.0 in,Fair
,9:53 AM,52 F,30 F,43 %,N,14 mph,0 mph,29.48 in,0.0 in,Fair
,10:53 AM,54 F,29 F,38 %,NNW,14 mph,0 mph,29.48 in,0.0 in,Fair
,11:53 AM,56 F,29 F,36 %,N,14 mph,20 mph,29.47 in,0.0 in,Fair
,12:53 PM,58 F,30 F,35 %,NNW,17 mph,25 mph,29.47 in,0.0 in,Fair
,1:53 PM,58 F,29 F,33 %,NNW,12 mph,0 mph,29.45 in,0.0 in,Fair
,2:53 PM,57 F,29 F,34 %,N,12 mph,0 mph,29.46 in,0.0 in,Fair
,3:53 PM,56 F,29 F,36 %,NNW,12 mph,0 mph,29.47 in,0.0 in,Fair
,4:53 PM,51 F,30 F,44 %,N,8 mph,0 mph,29.47 in,0.0 in,Fair
,5:53 PM,43 F,30 F,60 %,N,7 mph,0 mph,29.48 in,0.0 in,Fair
,6:53 PM,42 F,29 F,60 %,N,6 mph,0 mph,29.49 in,0.0 in,Fair
,7:53 PM,45 F,31 F,58 %,NE,10 mph,0 mph,29.50 in,0.0 in,Fair
,8:53 PM,39 F,32 F,76 %,ENE,8 mph,0 mph,29.51 in,0.0 in,Fair
,9:53 PM,39 F,32 F,76 %,ENE,8 mph,0 mph,29.52 in,0.0 in,Fair
,10:53 PM,38 F,31 F,76 %,NE,7 mph,0 mph,29.54 in,0.0 in,Fair
10/24/2018,11:53 PM,37 F,32 F,82 %,ENE,7 mph,0 mph,29.55 in,0.0 in,Fair
,12:53 AM,37 F,32 F,82 %,NE,7 mph,0 mph,29.55 in,0.0 in,Fair
,1:53 AM,37 F,32 F,82 %,NE,5 mph,0 mph,29.56 in,0.0 in,Fair
,2:53 AM,34 F,31 F,89 %,CALM,0 mph,0 mph,29.55 in,0.0 in,Fair
,3:53 AM,36 F,33 F,89 %,NE,8 mph,0 mph,29.55 in,0.0 in,Fair
,4:53 AM,33 F,30 F,89 %,ENE,5 mph,0 mph,29.58 in,0.0 in,Fair
,5:53 AM,34 F,32 F,92 %,NE,9 mph,0 mph,29.57 in,0.0 in,Fair
,6:53 AM,37 F,33 F,86 %,NE,9 mph,0 mph,29.58 in,0.0 in,Fair
,7:53 AM,41 F,35 F,79 %,ENE,12 mph,0 mph,29.60 in,0.0 in,Fair
,8:53 AM,44 F,36 F,73 %,ENE,12 mph,0 mph,29.60 in,0.0 in,Fair
,9:53 AM,48 F,34 F,58 %,ENE,15 mph,0 mph,29.60 in,0.0 in,Fair
,10:53 AM,51 F,33 F,50 %,E,12 mph,21 mph,29.60 in,0.0 in,Fair
,11:53 AM,53 F,33 F,47 %,E,12 mph,0 mph,29.57 in,0.0 in,Fair
,12:53 PM,54 F,32 F,43 %,NE,9 mph,0 mph,29.54 in,0.0 in,Fair
,1:53 PM,54 F,31 F,41 %,NE,12 mph,0 mph,29.50 in,0.0 in,Fair
,2:53 PM,55 F,30 F,38 %,ENE,12 mph,0 mph,29.50 in,0.0 in,Fair
,3:53 PM,53 F,30 F,41 %,E,10 mph,0 mph,29.49 in,0.0 in,Fair
,4:53 PM,46 F,31 F,56 %,E,7 mph,0 mph,29.48 in,0.0 in,Fair
,5:53 PM,43 F,31 F,62 %,ENE,7 mph,0 mph,29.48 in,0.0 in,Fair
,6:53 PM,42 F,32 F,67 %,ENE,7 mph,0 mph,29.48 in,0.0 in,Fair
,7:53 PM,43 F,32 F,65 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
,8:53 PM,41 F,32 F,70 %,ENE,9 mph,0 mph,29.46 in,0.0 in,Fair
,9:53 PM,40 F,32 F,73 %,ENE,8 mph,0 mph,29.46 in,0.0 in,Fair
,10:53 PM,39 F,32 F,76 %,ENE,8 mph,0 mph,29.45 in,0.0 in,Fair
10/25/2018,11:53 PM,40 F,32 F,73 %,ENE,9 mph,0 mph,29.43 in,0.0 in,Fair
,12:53 AM,38 F,33 F,83 %,E,9 mph,0 mph,29.43 in,0.0 in,Fair
,1:53 AM,39 F,33 F,79 %,E,9 mph,0 mph,29.41 in,0.0 in,Fair
,2:53 AM,39 F,33 F,79 %,ENE,9 mph,0 mph,29.39 in,0.0 in,Fair
,3:53 AM,40 F,32 F,73 %,E,9 mph,0 mph,29.39 in,0.0 in,Fair
,4:53 AM,39 F,33 F,79 %,E,9 mph,0 mph,29.38 in,0.0 in,Fair
,5:53 AM,39 F,33 F,79 %,E,9 mph,0 mph,29.38 in,0.0 in,Fair
,6:53 AM,40 F,33 F,77 %,E,9 mph,0 mph,29.36 in,0.0 in,Fair
,7:53 AM,43 F,34 F,71 %,E,10 mph,0 mph,29.36 in,0.0 in,Fair
,8:53 AM,45 F,34 F,65 %,E,9 mph,0 mph,29.36 in,0.0 in,Fair
,9:53 AM,47 F,35 F,63 %,E,10 mph,0 mph,29.34 in,0.0 in,Fair
,10:53 AM,51 F,34 F,52 %,E,12 mph,0 mph,29.31 in,0.0 in,Fair
,11:53 AM,53 F,32 F,45 %,E,15 mph,0 mph,29.27 in,0.0 in,Fair
,12:53 PM,57 F,31 F,37 %,ESE,14 mph,0 mph,29.25 in,0.0 in,Fair
,1:53 PM,57 F,28 F,33 %,E,13 mph,0 mph,29.21 in,0.0 in,Fair
,2:53 PM,56 F,30 F,37 %,E,13 mph,0 mph,29.19 in,0.0 in,Fair
,3:53 PM,55 F,30 F,38 %,E,10 mph,0 mph,29.18 in,0.0 in,Fair
,4:53 PM,53 F,31 F,43 %,ENE,10 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
,5:53 PM,52 F,33 F,49 %,ENE,12 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
,6:53 PM,50 F,34 F,54 %,ENE,10 mph,0 mph,29.17 in,0.0 in,Cloudy
,7:53 PM,49 F,35 F,59 %,ENE,10 mph,0 mph,29.15 in,0.0 in,Cloudy
,8:53 PM,49 F,36 F,61 %,ENE,14 mph,0 mph,29.13 in,0.0 in,Light Rain
,9:53 PM,48 F,37 F,66 %,E,8 mph,0 mph,29.13 in,0.0 in,Cloudy
,10:53 PM,48 F,37 F,66 %,E,7 mph,0 mph,29.11 in,0.0 in,Cloudy
10/26/2018,11:53 PM,48 F,37 F,66 %,E,8 mph,0 mph,29.08 in,0.0 in,Light Rain
,12:53 AM,46 F,41 F,83 %,ENE,7 mph,0 mph,29.07 in,0.0 in,Cloudy
,1:53 AM,45 F,42 F,90 %,ENE,9 mph,0 mph,29.05 in,0.0 in,Light Rain
,2:53 AM,45 F,42 F,90 %,ENE,10 mph,0 mph,29.03 in,0.0 in,Light Rain
,3:53 AM,44 F,42 F,93 %,ENE,13 mph,0 mph,29.03 in,0.0 in,Light Rain
,4:53 AM,44 F,43 F,96 %,ENE,12 mph,0 mph,29.03 in,0.0 in,Light Rain
,5:53 AM,44 F,44 F,100 %,ENE,9 mph,0 mph,29.02 in,0.0 in,Rain
,6:15 AM,44 F,44 F,100 %,ENE,10 mph,0 mph,29.02 in,0.0 in,Light Rain
,6:39 AM,44 F,44 F,100 %,ENE,10 mph,0 mph,29.01 in,0.0 in,Rain
,6:53 AM,44 F,44 F,100 %,NE,10 mph,0 mph,29.01 in,0.1 in,Rain
,7:27 AM,45 F,44 F,97 %,NE,10 mph,0 mph,29.01 in,0.0 in,Light Rain
,7:53 AM,45 F,45 F,100 %,NE,10 mph,0 mph,29.01 in,0.1 in,Light Rain
,8:04 AM,45 F,45 F,100 %,NE,10 mph,0 mph,29.01 in,0.0 in,Light Rain
,8:16 AM,45 F,45 F,100 %,NE,10 mph,0 mph,29.01 in,0.0 in,Rain
,8:25 AM,45 F,45 F,100 %,NNE,13 mph,0 mph,29.01 in,0.1 in,Light Rain
,8:41 AM,45 F,45 F,100 %,NNE,10 mph,0 mph,29.00 in,0.1 in,Light Rain
,8:53 AM,45 F,45 F,100 %,NE,8 mph,0 mph,29.00 in,0.1 in,Light Rain
,8:59 AM,46 F,45 F,96 %,NE,8 mph,0 mph,29.00 in,0.0 in,Light Rain
,9:08 AM,46 F,45 F,96 %,NE,9 mph,0 mph,29.00 in,0.0 in,Light Rain
,9:28 AM,45 F,45 F,100 %,NNE,10 mph,0 mph,29.00 in,0.0 in,Light Rain
,9:53 AM,46 F,45 F,96 %,NNE,13 mph,0 mph,29.00 in,0.0 in,Light Rain
,10:48 AM,46 F,46 F,100 %,N,15 mph,0 mph,28.98 in,0.0 in,Light Rain
,10:53 AM,47 F,46 F,97 %,N,16 mph,0 mph,28.98 in,0.0 in,Light Rain
,11:02 AM,47 F,46 F,97 %,NNE,15 mph,0 mph,28.98 in,0.0 in,Light Rain
,11:53 AM,47 F,46 F,97 %,NNE,14 mph,0 mph,28.96 in,0.0 in,Light Rain
,12:46 PM,47 F,46 F,97 %,NNE,15 mph,23 mph,28.96 in,0.0 in,Light Rain
,12:53 PM,47 F,45 F,93 %,NNE,15 mph,23 mph,28.95 in,0.0 in,Light Rain
,1:53 PM,48 F,46 F,93 %,NE,12 mph,0 mph,28.94 in,0.0 in,Light Rain
,2:53 PM,48 F,45 F,89 %,NNE,13 mph,0 mph,28.94 in,0.0 in,Cloudy
,3:53 PM,48 F,44 F,86 %,NNE,12 mph,0 mph,28.95 in,0.0 in,Cloudy
,4:53 PM,47 F,44 F,90 %,NNE,10 mph,0 mph,28.96 in,0.0 in,Cloudy
,5:53 PM,47 F,44 F,90 %,N,10 mph,0 mph,28.98 in,0.0 in,Cloudy
,6:53 PM,46 F,44 F,93 %,N,7 mph,0 mph,28.99 in,0.0 in,Cloudy
,7:53 PM,46 F,44 F,93 %,NNW,6 mph,0 mph,29.00 in,0.0 in,Cloudy
,8:53 PM,46 F,45 F,96 %,NW,6 mph,0 mph,29.01 in,0.0 in,Light Rain
,9:53 PM,45 F,44 F,97 %,NW,6 mph,0 mph,29.01 in,0.0 in,Cloudy
,10:53 PM,45 F,43 F,93 %,WNW,5 mph,0 mph,29.01 in,0.0 in,Cloudy
10/27/2018,11:53 PM,45 F,44 F,97 %,NW,7 mph,0 mph,29.01 in,0.0 in,Cloudy
,12:53 AM,45 F,44 F,97 %,NW,6 mph,0 mph,29.01 in,0.0 in,Cloudy
,1:53 AM,45 F,43 F,93 %,WNW,6 mph,0 mph,29.00 in,0.0 in,Cloudy
,2:53 AM,45 F,43 F,93 %,WNW,6 mph,0 mph,29.01 in,0.0 in,Cloudy
,3:53 AM,44 F,43 F,96 %,WNW,7 mph,0 mph,29.02 in,0.0 in,Cloudy
,4:53 AM,45 F,43 F,93 %,WNW,8 mph,0 mph,29.03 in,0.0 in,Cloudy
,5:53 AM,41 F,40 F,96 %,NW,6 mph,0 mph,29.03 in,0.0 in,Fair
,6:00 AM,40 F,40 F,100 %,NW,6 mph,0 mph,29.03 in,0.0 in,Fog
,6:28 AM,38 F,38 F,100 %,NW,5 mph,0 mph,29.04 in,0.0 in,Fog
,6:36 AM,38 F,38 F,100 %,NW,5 mph,0 mph,29.04 in,0.0 in,Fog
,6:53 AM,38 F,38 F,100 %,WNW,6 mph,0 mph,29.05 in,0.0 in,Fog
,7:26 AM,42 F,42 F,100 %,NW,5 mph,0 mph,29.06 in,0.0 in,Fog
,7:50 AM,45 F,45 F,100 %,WNW,9 mph,0 mph,29.07 in,0.0 in,Fog
,7:53 AM,46 F,44 F,93 %,WNW,8 mph,0 mph,29.07 in,0.0 in,Fair
,8:53 AM,49 F,45 F,86 %,NW,10 mph,0 mph,29.08 in,0.0 in,Fair
,9:53 AM,51 F,44 F,77 %,NNW,7 mph,0 mph,29.08 in,0.0 in,Fair
,10:53 AM,54 F,44 F,69 %,NNW,8 mph,0 mph,29.08 in,0.0 in,Fair
,11:53 AM,55 F,42 F,62 %,NW,6 mph,0 mph,29.08 in,0.0 in,Fair
,12:53 PM,54 F,39 F,57 %,NW,6 mph,0 mph,29.05 in,0.0 in,Fair
,1:53 PM,58 F,41 F,53 %,W,10 mph,0 mph,29.06 in,0.0 in,Mostly Cloudy
,2:53 PM,56 F,40 F,55 %,W,13 mph,0 mph,29.06 in,0.0 in,Partly Cloudy
,3:53 PM,55 F,40 F,57 %,WNW,12 mph,0 mph,29.07 in,0.0 in,Mostly Cloudy
,4:53 PM,50 F,41 F,71 %,W,7 mph,0 mph,29.08 in,0.0 in,Haze
,5:53 PM,47 F,41 F,80 %,WNW,6 mph,0 mph,29.11 in,0.0 in,Fair
,6:53 PM,47 F,41 F,80 %,WSW,5 mph,0 mph,29.12 in,0.0 in,Fair
,7:53 PM,40 F,38 F,93 %,SSW,6 mph,0 mph,29.12 in,0.0 in,Fair
,8:53 PM,40 F,38 F,93 %,S,6 mph,0 mph,29.11 in,0.0 in,Fair
,9:53 PM,41 F,38 F,89 %,S,5 mph,0 mph,29.11 in,0.0 in,Fair
,10:53 PM,42 F,37 F,82 %,S,5 mph,0 mph,29.11 in,0.0 in,Fair
10/28/2018,11:53 PM,43 F,40 F,89 %,S,10 mph,0 mph,29.08 in,0.0 in,Fair
,12:53 AM,46 F,41 F,83 %,S,9 mph,0 mph,29.07 in,0.0 in,Partly Cloudy
,1:53 AM,46 F,42 F,86 %,S,9 mph,0 mph,29.05 in,0.0 in,Partly Cloudy
,2:53 AM,47 F,43 F,86 %,SSE,8 mph,0 mph,29.03 in,0.0 in,Cloudy
,3:53 AM,47 F,45 F,93 %,S,9 mph,0 mph,29.01 in,0.0 in,Cloudy
,4:53 AM,49 F,45 F,86 %,S,15 mph,0 mph,28.97 in,0.0 in,Cloudy
,5:53 AM,48 F,46 F,93 %,S,9 mph,0 mph,28.95 in,0.0 in,Light Rain
,6:53 AM,49 F,46 F,90 %,S,12 mph,0 mph,28.91 in,0.0 in,Mostly Cloudy
,7:53 AM,51 F,48 F,89 %,WSW,15 mph,0 mph,28.92 in,0.0 in,Mostly Cloudy
